X,Y,item,pagerank,chosen
-2.7228134,-20.323673,predictive analytics,0.002905038889019321,0.0
38.092667,-28.854635,constructivist epistemology,0.00012275416969053903,0.0
18.844193,-35.889606,knowledge representation,0.0002962814383078213,0.0
-30.007126,47.075775,eye care professional,0.000521848670746576,0.0
43.443623,30.396208,origin of language,0.0006140931344867591,0.0
-21.820993,53.665504,eye,0.00012275416969053903,0.0
-34.069366,-32.00156,newton's method,0.00223920591999276,0.0
32.8847,32.775555,mirror neuron,0.0005314583003594997,0.0
36.76892,-3.5606885,embodied cognitive science,0.00023523353640471606,0.0
-9.773729,-9.590078,deep learning,0.000642840641974235,1.0
34.333027,-13.040799,society of mind,0.0021265330359632934,0.0
35.82825,12.482483,biological psychology,0.00012275416969053903,0.0
38.55729,-36.42207,philosophical realism,0.00020658209143425982,0.0
-7.976355,21.321468,strobe light,0.00012275416969053903,0.0
-26.300617,43.6551,orthoptics,0.00012275416969053903,0.0
1.2885103,33.188156,auditory illusion,0.0003671325829880991,0.0
22.1602,-4.1552773,binding problem,0.003445256494730942,0.0
-51.990967,-33.5599,computational electromagnetics,0.003941468157125931,0.0
8.141601,-67.47259,diary,0.0008703039589105398,0.0
-10.306452,54.31205,vision science,0.001565253776662287,0.0
35.219738,13.299792,behavioral neuroscience,0.0009935652399235663,0.0
-10.004996,57.208977,blue–green distinction in language,0.0011652675461210043,0.0
-2.1719851,7.1280203,biological motion,0.0003650550140335338,0.0
-5.4715843,37.730045,infrasound,0.002745258262583393,0.0
-3.5882974,12.992882,cognitive computing,0.0004734280868296411,0.0
7.821538,-0.32784316,neuroplasticity,0.00043293510711258656,0.0
-27.974787,49.975616,ophthalmology,0.00020061625735254892,0.0
0.6560975,-22.269077,decision tree,0.0007049235480029643,0.0
-23.73019,20.847807,acoustic location,0.0007121955681499593,0.0
9.188655,-5.887083,quantum mind,0.000739336006384185,0.0
-14.595837,-7.74947,opencv,0.0019208172525711678,0.0
0.15282138,-11.047493,sparse distributed memory,0.00038336690170273527,0.0
29.699469,10.297603,neuropsychology,0.001462914076871813,0.0
41.263935,25.261652,cetacean intelligence,0.00248084133835741,0.0
-3.753733,-10.026703,connectionism,0.00040264130724061763,0.0
32.43861,4.2404647,cognitive biology,0.0007551923236631645,0.0
-20.713776,47.52075,accommodation (vertebrate eye),0.00019811361904462804,0.0
37.036053,-36.438248,conceptualist realism,0.0004836072203927358,0.0
41.803722,-25.62281,model-dependent realism,0.000694141443115247,0.0
35.546055,-14.275422,society of mind theory,0.00169876019085179,0.0
-37.306316,41.873184,eye movement (sensory),0.0006230265489499303,0.0
-28.809954,-26.415867,surrogate model,0.0001294134902304922,0.0
39.01763,-1.8562996,common coding theory,0.0032263142692313938,0.0
-27.736893,3.3404324,computer vision,0.0013806882420875394,1.0
-30.772932,-23.121363,response surface methodology,0.0009987847852744294,0.0
34.129955,27.370289,speech–language pathology,0.0006922858359702407,0.0
47.824596,12.682102,neural darwinism,0.0023615372246058933,0.0
-26.21074,15.549148,smart camera,0.0002303281794901909,0.0
12.120632,-57.881653,quantified self,0.0016220164187992715,0.0
-41.616154,-28.060738,finite difference methods,0.0014737620000892374,0.0
-24.327507,11.3661585,videography,0.00030329113642536495,0.0
26.309996,7.9560885,neurocognitive,0.00026448245220146217,0.0
-25.31008,-23.226505,computer experiment,0.0013800274533811105,0.0
5.541116,-66.412415,lifelogging,0.0006169656105216126,0.0
5.268325,-64.51976,lifelog,0.0007321811184180164,0.0
-31.631453,10.237545,vision processing unit,0.0007979860815723771,0.0
-35.28151,38.237545,peripheral vision,0.0026275876666006616,0.0
46.403934,-31.627556,ontological pluralism,0.0008059803984571741,0.0
8.879681,38.62501,rgb color model,0.0014411634205792772,0.0
0.7095642,7.5829873,motion (physics),0.0008847409117428074,0.0
-6.028593,22.822647,persistence of vision,0.002210048647015841,0.0
26.55021,-10.602885,heterophenomenology,0.0008685050823767863,0.0
39.082077,-7.5485997,relational frame theory,0.0001339041686371739,0.0
-6.321213,-19.298153,support vector machine,0.0001339041686371739,0.0
-38.389706,41.820415,eye movement,0.00022634337576497127,0.0
4.091355,-22.953976,ooda loop,0.00012611881999596646,0.0
-41.742424,-26.143173,finite difference method,0.00042861197911549405,0.0
20.44876,-25.914715,psyche (psychology),0.0016606969778821317,0.0
24.288631,13.054289,fregoli delusion,0.0020587442225281647,0.0
7.5891523,30.67466,visual agnosia,0.004482967052998844,0.0
1.8520786,-52.993004,wearable technology,0.0008665575789558154,0.0
-9.543146,-39.48875,spatial contextual awareness,0.0022812061504358205,0.0
12.2388,45.050583,tetrachromacy,0.0006280882501706721,0.0
-5.0819516,11.279784,artificial intelligence,0.0013625404009174561,0.0
-33.338207,-18.696836,kriging,0.0007368149848583058,0.0
36.340134,9.333827,human cognome project,0.00012611881999596646,0.0
-19.471872,56.68154,lens (vertebrate anatomy),0.0021766031759659858,0.0
-46.027042,-24.687235,finite volume method,0.00045564756285535054,0.0
-14.5236225,-22.304195,cognitive robotics,0.0018195743353660596,0.0
-29.65298,44.07252,optometry,0.0011059763819657744,0.0
-15.648312,-11.542981,dynamic-link library,0.0007690816344415866,0.0
38.676617,-32.715202,scientific realism,0.00187715728683433,0.0
-45.299862,-27.804379,finite differences,0.0032526779193827898,0.0
-55.2094,-19.08076,applied element method,0.0005560540866961591,0.0
0.0016661448,-64.7916,sousveillance,0.0035480317320160976,0.0
4.044286,-10.611458,memory-prediction framework,0.0010205821063602714,0.0
-31.150784,1.7657603,feature detection (computer vision),0.00012611881999596646,0.0
-2.9021008,27.54534,watercolour illusion,0.00014309312126415633,0.0
25.348291,20.874096,psychophysics,0.00014309312126415633,0.0
14.643834,43.997402,alexithymia,0.00014309312126415633,0.0
-13.110275,3.9159205,human–computer interaction,0.00014309312126415633,0.0
40.75739,-29.002357,fallibilism,0.0002719061463897174,0.0
33.032547,0.816499,ecological psychology,0.000306893649217195,0.0
46.22633,7.200955,psychological adaptation,0.00015428806105512153,0.0
-28.697203,39.181072,eye examination,0.0005270346271005037,0.0
-37.04802,2.2012625,structure tensor,0.00017909176904125118,0.0
37.686718,-0.6340104,motor cognition,0.0001605925815895861,0.0
10.185099,-55.39743,ehealth,0.0002768686641896532,0.0
-14.93712,-3.406371,component object model,0.00027575670786920823,0.0
30.150898,-11.961287,mental body,0.00033706937484029054,0.0
22.195402,4.4845214,aging brain,0.0001164579818510228,0.0
-30.638924,-20.000317,bayesian optimization,0.00027591457797625045,0.0
-47.366745,-20.270584,meshfree methods,0.0013667073063979322,0.0
-37.140114,0.6856677,generalized structure tensor,0.0007329836738219714,0.0
39.704998,34.479107,aphasia,0.0020376008313459323,0.0
-39.27614,38.31835,foveated imaging,0.0017672678410584825,0.0
6.278366,30.801228,blindsight,0.0001164579818510228,0.0
-31.863548,-0.5816025,chessboard detection,0.0002804344278900226,0.0
8.568087,52.329315,color temperature,0.00018346710697233348,0.0
1.7117754,-58.82967,head-mounted display,0.0002892786765587612,0.0
23.975378,-8.77613,phenomenology (psychology),0.001049445212609365,0.0
-54.8307,-34.746902,computational physics,0.00018346710697233348,0.0
34.415,-26.021389,genetic epistemology,0.0015321286626566806,0.0
-34.7504,-27.92722,linear approximation,0.00039244165689331285,0.0
28.95794,-14.615092,type physicalism,0.00018346710697233348,0.0
-25.264488,38.275192,computer vision syndrome,0.0001164579818510228,0.0
10.175378,44.752323,trichromacy,0.0019219438969618023,0.0
-30.242022,-2.3267438,feature extraction,0.0003229830133609797,0.0
26.36315,-7.8826456,mental event,0.00018346710697233348,0.0
-33.698936,33.956882,vision disorder,0.00025445952982661814,0.0
-24.04521,37.418873,asthenopia,0.0001164579818510228,0.0
-19.380898,50.14623,adaptation (eye),0.00035350906223336636,0.0
-34.148197,2.8479173,edge detection,0.0001164579818510228,0.0
31.319796,13.223795,neuroscience,0.00018346710697233348,0.0
-34.76512,7.579544,optical flow,0.0009803090675517964,0.0
2.366776,27.19979,visual modularity,0.00018346710697233348,0.0
-51.026363,-27.048899,finite difference time-domain method,0.0003366565204253774,0.0
-33.528263,0.9142199,corner detection,0.0006918428508361854,0.0
-11.179098,33.03849,depth perception,0.00027292547355877735,0.0
32.50915,8.898272,psychiatric genetics,0.0001164579818510228,0.0
23.039904,-32.424652,text and conversation theory,0.00031949491161847946,0.0
10.651816,1.2490588,neurological disorder,0.0001356615170151306,0.0
-19.38725,-44.97435,software repository,0.0001356615170151306,0.0
46.375576,5.030956,cognitive module,0.0001356615170151306,0.0
27.436342,40.601772,amygdala,0.00038625480445073686,0.0
16.555042,3.4674902,cortical area,0.0002189139765088555,0.0
-12.036129,-8.584106,opennn,0.0002189139765088555,0.0
-35.32235,-18.524162,gaussian process,0.0001356615170151306,0.0
-30.306488,0.29468742,canny edge detector,0.00014943881786621418,0.0
-34.278805,-0.30208394,scale space,0.00014943881786621418,0.0
29.212603,6.3718953,neurology,0.0008445300299236969,0.0
44.23763,-9.848714,simulation theory of empathy,0.00014943881786621418,0.0
-28.78795,10.104738,digital camera,0.00014943881786621418,0.0
-1.7475766,1.0380569,topological data analysis,0.00014943881786621418,0.0
10.249914,8.509341,semmelweis reflex,0.00014943881786621418,0.0
-24.315865,24.062574,tamil language,0.00014943881786621418,0.0
37.37944,-6.131155,cognitive linguistics,0.00014943881786621418,0.0
47.750454,-3.9579968,grounding in communication,0.00014943881786621418,0.0
12.498931,14.893466,affective science,0.0003143466136320298,0.0
-10.210824,19.176054,tweening,0.00014943881786621418,0.0
34.73631,15.162452,affective neuroscience,0.00014943881786621418,0.0
-33.609764,8.815917,optic flow,0.00032316494894954104,0.0
6.704977,24.27404,spatial memory,0.00014943881786621418,0.0
2.578982,21.394974,cognitive map,0.00014943881786621418,0.0
14.700766,-18.467056,personal information management,0.00014943881786621418,0.0
-13.823433,15.717753,machine vision glossary,0.00014943881786621418,0.0
-25.668167,41.386032,behavioral optometry,0.00014943881786621418,0.0
-16.641851,-21.428902,intelligent control,0.00014943881786621418,0.0
-32.934082,33.053413,recovery from blindness,0.00035151104607181817,0.0
12.564678,24.662046,sense of direction,0.00014943881786621418,0.0
8.817933,23.11024,spatial cognition,0.00024739941077395525,0.0
6.4407125,40.714714,theory of colours,0.0002227203266713222,0.0
-24.588053,56.521385,tears,0.00014943881786621418,0.0
26.879307,21.785242,mathematical neuroscience,0.00014943881786621418,0.0
-32.766453,-23.476925,polynomial regression,0.00014943881786621418,0.0
3.9298022,-2.5223694,connectomics,0.00022676347265259046,0.0
-25.744923,40.802498,vision therapy,0.00014351938461889873,0.0
3.5426536,-54.526794,smartglasses,0.00014351938461889873,0.0
5.2615733,21.439571,topographical disorientation,0.00021450517875319766,0.0
-28.281776,-1.0007457,feature learning,0.0002048352128749134,0.0
-3.5940523,34.939274,hidden faces,0.0002009725538244539,0.0
-32.70315,1.5540463,ridge detection,0.0044079026960628835,0.0
-21.69375,56.82102,simple eye in invertebrates,0.00012159112484122165,0.0
8.741271,40.929054,color vision,0.00033589986357180116,0.0
-50.10198,-27.480886,finite-difference time-domain method,0.00012159112484122165,0.0
25.80833,-29.411524,social intuitionism,0.002296482446260092,0.0
10.598857,24.472843,spatial ability,0.00012159112484122165,0.0
-5.422346,47.25609,iss flare,0.0002474778648561547,0.0
-35.481735,0.7852986,affine shape adaptation,0.00012159112484122165,0.0
39.203724,6.8078866,fuzzy-trace theory,0.0002048352128749134,0.0
-46.89537,-16.2565,finite element method in structural mechanics,0.00013075062431976115,0.0
22.361979,-24.108385,rubicon model (psychology),0.00013075062431976115,0.0
30.649063,28.97461,motor theory of speech perception,0.0004767382208075381,0.0
2.2817297,-61.929035,eyetap,0.00013075062431976115,0.0
-26.014881,50.769356,eye disease,0.00014558140093733491,0.0
41.216034,-23.030787,instrumentalism,0.00014558140093733491,0.0
14.582545,-31.53537,neuro-linguistic programming,0.00014558140093733491,0.0
44.253284,22.675611,cognitive ethology,0.00014558140093733491,0.0
-5.881712,19.233578,stroboscopic effect,0.00014558140093733491,0.0
10.569591,17.939169,visual cortex,0.00014558140093733491,0.0
9.268763,46.52573,color constancy,0.00014558140093733491,0.0
18.284437,14.498617,pattern recognition (psychology),0.00014558140093733491,0.0
-47.45812,-22.071905,boundary element method,0.00014558140093733491,0.0
-40.255432,39.66873,eye tracking,0.00023854936328109743,0.0
-32.72896,-15.829687,nonparametric regression,0.0017898456910607826,0.0
2.3981683,5.1427426,hand-eye coordination,0.0004269415372782942,0.0
-29.674469,-4.057337,kernel method,0.00023802887194125194,0.0
-53.691875,-17.217073,multidisciplinary design optimization,0.0005300837337190037,0.0
-4.518162,-1.0722477,principles of grouping,0.0001273671660792848,0.0
-27.776394,8.153919,computational photography,0.0001273671660792848,0.0
-5.2358117,-16.858706,in situ adaptive tabulation,0.0001273671660792848,0.0
42.341705,5.4163723,discursive psychology,0.0001273671660792848,0.0
-7.207508,-9.197987,machine learning,0.00022498830836772097,0.0
9.856007,34.096443,color blindness,0.00177374077232872,0.0
37.210552,34.523876,color anomia,0.00014583198555366612,0.0
-53.26298,-31.354116,physical optics,0.00014583198555366612,0.0
-17.959656,-5.4759407,.net framework,0.00015174998864317575,0.0
-29.406551,-4.582702,kernel machines,0.00015174998864317575,0.0
36.799572,-12.545027,self-awareness,0.00015174998864317575,0.0
11.753351,-56.057915,seth roberts,0.00015174998864317575,0.0
31.338419,9.138257,neuropsychiatry,0.00015174998864317575,0.0
-33.18443,-26.526352,taylor series,0.00015174998864317575,0.0
5.6836495,15.775257,semantic satiation,0.00015174998864317575,0.0
31.431192,-13.232681,philosophy of mind,0.00015174998864317575,0.0
39.49312,13.701396,cognitive poetics,0.00015174998864317575,0.0
12.659889,1.0687778,brain,0.00015174998864317575,0.0
-27.76531,13.081809,home automation,0.00015174998864317575,0.0
-35.193306,-29.248674,euler's method,0.00015174998864317575,0.0
43.69948,-13.321044,mentalization,0.00042972312160728996,0.0
40.120136,35.957066,apperceptive agnosia,0.00015174998864317575,0.0
-41.239216,40.808014,eye tracking on the iss,0.00022957191455015308,0.0
-22.509712,22.744303,human echolocation,0.00014538403764725668,0.0
-36.600956,-1.4368901,hough transform,0.00014538403764725668,0.0
-18.756943,23.551588,retinotopy,0.00014538403764725668,0.0
-35.37808,6.327522,lucas kanade method,0.00014538403764725668,0.0
-47.428856,-34.127213,semiconductor device modeling,0.00014538403764725668,0.0
9.358016,13.296968,amodal perception,0.00014538403764725668,0.0
-28.46891,15.164116,mobile phone accessories,0.00014538403764725668,0.0
-13.844452,-8.128111,aforge.net,0.00014538403764725668,0.0
-33.53326,35.295486,stereoblindness,0.00014600295347734916,0.0
-36.097054,27.019041,blindness and education,0.00014600295347734916,0.0
29.792803,12.966823,comparative neuropsychology,0.00014600295347734916,0.0
-51.12773,-20.02931,tessellation (computer graphics),0.0006226882968653237,0.0
4.0959134,-65.92501,dymaxion chronofile,0.00014600295347734916,0.0
-5.089226,15.218542,event camera,0.0009646488269877565,0.0
12.159221,-56.647255,self-experimentation,0.00014600295347734916,0.0
3.1519578,-8.661666,cognitive model,0.00014600295347734916,0.0
46.908607,-2.0451732,joint attention,0.00014600295347734916,0.0
43.153553,18.836464,the mind of an ape,0.00014600295347734916,0.0
-30.101301,3.1802633,foreground detection,0.00014600295347734916,0.0
6.2000217,51.281887,color balance,0.00014600295347734916,0.0
-12.291108,18.015976,tv tuner card,0.00014600295347734916,0.0
-41.729595,38.46053,mouse-tracking,0.00014600295347734916,0.0
-24.40209,15.0324955,indect,0.0014025087735696216,0.0
-12.10872,18.250702,video capture,0.00014600295347734916,0.0
3.6391196,-63.871975,narrative clip,0.00014600295347734916,0.0
41.558422,-18.657276,folk psychology,0.00013847527659989147,0.0
-53.670357,-22.790884,rayleigh–ritz method,0.00013847527659989147,0.0
-24.236061,36.05632,light-on-dark color scheme,0.0003336873799247703,0.0
-22.187954,52.005867,eye color,0.00013847527659989147,0.0
-1.1086015,-58.959286,bionic contact lens,0.00013801379141481176,0.0
6.696889,21.853075,navigation,0.00022125787944850348,0.0
-21.2001,19.240911,computer audition,0.00013801379141481176,0.0
-8.163628,32.64257,contour rivalry,0.0019833971360813034,0.0
-34.505554,-17.77045,information field theory,0.00014101280398690378,0.0
25.313692,11.05138,cognitive neuropsychiatry,0.00014101280398690378,0.0
-30.05989,44.99332,world council of optometry,0.00014101280398690378,0.0
3.3448923,3.887725,educational neuroscience,0.00025695812365159987,0.0
-18.207424,-44.034943,computer-aided design,0.00014665677484809622,0.0
-49.364895,-33.64529,electromagnetic field solver,0.00014665677484809622,0.0
10.419265,38.66584,unique hues,0.00014665677484809622,0.0
-29.169498,45.2283,american academy of optometry,0.00014665677484809622,0.0
0.48333722,-63.522667,egocentric vision,0.00014665677484809622,0.0
-24.268524,18.77355,camera trap,0.00014665677484809622,0.0
-48.20046,-33.968864,transistor models,0.00014665677484809622,0.0
-11.509015,17.510214,frame grabber,0.00014665677484809622,0.0
10.628592,14.259727,psychology,0.00014665677484809622,0.0
-29.859987,4.8302255,machine vision,0.00014665677484809622,0.0
42.951252,-26.616915,models of scientific inquiry,0.00014665677484809622,0.0
-3.9182208,30.45559,multistable perception,0.00014665677484809622,0.0
-25.226044,39.98068,visual snow,0.00014665677484809622,0.0
-20.2567,22.827776,sensory substitution,0.00014665677484809622,0.0
-0.1217925,66.968185,fringe visibility,0.00014665677484809622,0.0
-50.703472,-26.717915,finite-difference frequency-domain,0.00014665677484809622,0.0
25.23512,-7.676297,vertiginous question,0.00014665677484809622,0.0
37.550076,-7.151048,cognitive grammar,0.00014665677484809622,0.0
-0.6644377,31.77381,barberpole illusion,0.00014665677484809622,0.0
-0.60132474,68.2006,spatial frequency,0.00014665677484809622,0.0
17.649702,22.908798,multisensory integration,0.0003236917407776532,0.0
-20.277369,52.896458,tapetum lucidum,0.0003396992203105644,0.0
25.067944,-12.240808,qualia,0.00014665677484809622,0.0
-5.316513,18.185856,wagon-wheel effect,0.00014665677484809622,0.0
-1.9935858,-59.62407,augmented reality,0.00014665677484809622,0.0
10.294209,39.47066,primary colors,0.00014665677484809622,0.0
-41.499737,-15.095822,probabilistic design,0.00014665677484809622,0.0
3.8293777,-64.25486,gordon bell,0.0007678780014773416,0.0
3.4806688,12.590028,graz school,0.00022821225942462576,0.0
-24.232307,53.054916,eye injury,0.00014665677484809622,0.0
-4.4267488,-0.8140399,structural information theory,0.00014665677484809622,0.0
7.8022895,33.348545,color agnosia,0.00014665677484809622,0.0
6.0518794,16.06539,gestaltzerfall,0.0002239985137947931,0.0
7.7937703,34.596302,achromatopsia,0.0018914475068120304,0.0
4.4450235,-64.79749,microsoft sensecam,0.00028119531942727584,0.0
-6.079929,28.197887,troxler's fading,0.00013228809205338493,0.0
-22.08463,36.77703,near-sightedness,0.0002255863386902814,0.0
15.086889,-14.640789,cognitive anthropology,0.00013228809205338493,0.0
-26.04865,36.83851,visual looming syndrome,0.00023500568055835326,0.0
34.17849,32.74862,mirroring (psychology),0.0002907655044234218,0.0
22.34885,13.03096,capgras delusion,0.00013228809205338493,0.0
11.875255,-56.042564,personal science,0.00013228809205338493,0.0
38.462574,-25.157331,pragmatism,0.00013228809205338493,0.0
-31.01463,34.881073,least distance of distinct vision,0.00013228809205338493,0.0
18.569717,-28.613895,macrocognition,0.00013228809205338493,0.0
40.377495,18.609804,biosemiotics,0.00033125467843473733,0.0
-16.303574,-7.7664757,robot operating system,0.0001497801638484085,0.0
-2.21081,-65.81503,google glass,0.0001497801638484085,0.0
-18.315985,-21.926868,adaptive control,0.0001497801638484085,0.0
-6.196876,46.507526,naked eye,0.0001497801638484085,0.0
25.562433,19.256792,perceptual psychology,0.00025016444554590864,0.0
8.616807,40.298653,color theory,0.00023094942768343206,0.0
0.743133,-65.1757,body camera,0.0001497801638484085,0.0
9.647059,-64.43803,experience sampling method,0.0001497801638484085,0.0
24.361578,5.578435,clinical neuropsychology,0.0001497801638484085,0.0
-23.535618,22.121853,acoustic wayfinding,0.0001497801638484085,0.0
-22.366783,36.870262,astigmatism,0.0001497801638484085,0.0
-3.381069,22.080936,induced movement,0.00014005736067352424,0.0
42.294014,21.908087,cephalopod intelligence,0.00014102251753152792,0.0
-51.079918,-32.007496,mie theory,0.00014102251753152792,0.0
6.388005,50.569656,color cast,0.00014102251753152792,0.0
46.400654,3.8512604,cognitive description,0.0002614669133342155,0.0
-18.030716,49.50239,bezold–brücke shift,0.0003487887396024302,0.0
-46.97518,-16.864248,direct stiffness method,0.0001347225769251489,0.0
-21.657648,36.7168,astigmatism (eye),0.0002777621405514924,0.0
-17.694145,-8.06174,common language runtime,0.0001347225769251489,0.0
-27.93634,41.9935,diplopia,0.0003187960044488861,0.0
4.421029,39.012955,checker shadow illusion,0.0004058345519292852,0.0
5.584087,21.10477,place cell,0.0001384939991461039,0.0
-32.154236,-24.139536,polynomial and rational function modeling,0.0001384939991461039,0.0
-8.140869,19.58786,flicker fusion threshold,0.0001384939991461039,0.0
0.23268177,-58.74407,optical head-mounted display,0.0001384939991461039,0.0
-9.485985,32.61766,kinetic depth effect,0.0001384939991461039,0.0
2.1213613,26.125692,modularity,0.0001384939991461039,0.0
-18.233078,-21.172192,nonlinear control,0.0001384939991461039,0.0
-34.898624,28.75522,tactile alphabet,0.0001384939991461039,0.0
34.50965,-5.9203763,embodied embedded cognition,0.0001384939991461039,0.0
5.5128603,21.09307,grid cell,0.0001384939991461039,0.0
-5.838153,20.66993,flicker (light),0.0001384939991461039,0.0
10.481565,13.184753,visual cliff,0.0001384939991461039,0.0
-24.56923,37.87686,photophobia,0.0004611280585594136,0.0
34.431423,29.392448,speech perception,0.0001430626540628198,0.0
-32.932194,-20.979548,gradient-enhanced kriging,0.0001430626540628198,0.0
4.368265,-65.18039,mylifebits,0.0001430626540628198,0.0
31.54648,32.20765,positron emission tomography,0.0001430626540628198,0.0
36.83023,-35.066772,direct and indirect realism,0.0001430626540628198,0.0
34.828564,-11.169164,distributed cognition,0.0001430626540628198,0.0
39.26765,35.60036,agnosia,0.00021158613759718136,0.0
-6.356247,-18.387817,relevance vector machine,0.0001430626540628198,0.0
-33.297024,34.36686,amblyopia,0.0002650249357229339,0.0
17.453249,-30.934225,self-stereotyping,0.00017308472950051024,0.0
29.769249,-14.2485895,mind–body problem,0.0001590696785485288,0.0
40.976948,32.608856,origin of speech,0.0001565005673832954,0.0
-4.8795004,-1.6837038,perception,0.0001565005673832954,0.0
3.318719,-63.586685,memoto,0.0001565005673832954,0.0
3.933501,38.699734,the dress (viral phenomenon),0.0001565005673832954,0.0
23.196405,5.785349,neuropsychological test,0.0001565005673832954,0.0
0.20645458,-9.263291,neural coding,0.0001565005673832954,0.0
21.98381,-29.34651,lovemap,0.0001565005673832954,0.0
-5.933282,27.485176,lilac chaser,0.0001565005673832954,0.0
5.784951,40.914593,opponent process,0.0001565005673832954,0.0
33.152477,-0.56236076,action-specific perception,0.0020591953456048596,0.0
-34.380325,8.349425,ambient optic array,0.0001565005673832954,0.0
-30.602419,5.510406,optical sorting,0.0001565005673832954,0.0
35.567165,11.294705,neuroethology,0.0001565005673832954,0.0
27.48925,16.945923,physiological psychology,0.00022472283342299832,0.0
10.556348,18.62279,visual processing,0.00022472283342299832,0.0
18.39998,-13.156424,concept mining,0.00022472283342299832,0.0
